user_signup,yelping_since
189,"2009-08-04 00:00:00"
167,"2009-08-05 00:00:00"
191,"2009-08-06 00:00:00"
162,"2009-08-07 00:00:00"
188,"2009-08-08 00:00:00"
186,"2009-08-09 00:00:00"
207,"2009-08-10 00:00:00"
182,"2009-08-11 00:00:00"
154,"2009-08-12 00:00:00"
190,"2009-08-13 00:00:00"
172,"2009-08-14 00:00:00"
156,"2009-08-15 00:00:00"
151,"2009-08-16 00:00:00"
198,"2009-08-17 00:00:00"
200,"2009-08-18 00:00:00"
153,"2009-08-19 00:00:00"
188,"2009-08-20 00:00:00"
157,"2009-08-21 00:00:00"
153,"2009-08-22 00:00:00"
182,"2009-08-23 00:00:00"
181,"2009-08-24 00:00:00"
166,"2009-08-25 00:00:00"
206,"2009-08-26 00:00:00"
308,"2009-08-27 00:00:00"
381,"2009-08-28 00:00:00"
302,"2009-08-29 00:00:00"
319,"2009-08-30 00:00:00"
277,"2009-08-31 00:00:00"
247,"2009-09-01 00:00:00"
251,"2009-09-02 00:00:00"
235,"2009-09-03 00:00:00"
218,"2009-09-04 00:00:00"
207,"2009-09-05 00:00:00"
226,"2009-09-06 00:00:00"
205,"2009-09-07 00:00:00"
233,"2009-09-08 00:00:00"
211,"2009-09-09 00:00:00"
205,"2009-09-10 00:00:00"
169,"2009-09-11 00:00:00"
190,"2009-09-12 00:00:00"
183,"2009-09-13 00:00:00"
186,"2009-09-14 00:00:00"
170,"2009-09-15 00:00:00"
152,"2009-09-16 00:00:00"
150,"2009-09-17 00:00:00"
180,"2009-09-18 00:00:00"
145,"2009-09-19 00:00:00"
163,"2009-09-20 00:00:00"
161,"2009-09-21 00:00:00"
153,"2009-09-22 00:00:00"
155,"2009-09-23 00:00:00"
181,"2009-09-24 00:00:00"
119,"2009-09-25 00:00:00"
181,"2009-09-26 00:00:00"
165,"2009-09-27 00:00:00"
181,"2009-09-28 00:00:00"
162,"2009-09-29 00:00:00"
168,"2009-09-30 00:00:00"
153,"2009-10-01 00:00:00"
170,"2009-10-02 00:00:00"
135,"2009-10-03 00:00:00"
149,"2009-10-04 00:00:00"
187,"2009-10-05 00:00:00"
162,"2009-10-06 00:00:00"
177,"2009-10-07 00:00:00"
169,"2009-10-08 00:00:00"
174,"2009-10-09 00:00:00"
151,"2009-10-10 00:00:00"
159,"2009-10-11 00:00:00"
200,"2009-10-12 00:00:00"
176,"2009-10-13 00:00:00"
172,"2009-10-14 00:00:00"
151,"2009-10-15 00:00:00"
139,"2009-10-16 00:00:00"
160,"2009-10-17 00:00:00"
176,"2009-10-18 00:00:00"
185,"2009-10-19 00:00:00"
151,"2009-10-20 00:00:00"
150,"2009-10-21 00:00:00"
134,"2009-10-22 00:00:00"
149,"2009-10-23 00:00:00"
148,"2009-10-24 00:00:00"
147,"2009-10-25 00:00:00"
170,"2009-10-26 00:00:00"
150,"2009-10-27 00:00:00"
170,"2009-10-28 00:00:00"
138,"2009-10-29 00:00:00"
132,"2009-10-30 00:00:00"
113,"2009-10-31 00:00:00"
110,"2009-11-01 00:00:00"
149,"2009-11-02 00:00:00"
172,"2009-11-03 00:00:00"
198,"2009-11-04 00:00:00"
148,"2009-11-05 00:00:00"
146,"2009-11-06 00:00:00"
153,"2009-11-07 00:00:00"
165,"2009-11-08 00:00:00"
164,"2009-11-09 00:00:00"
179,"2009-11-10 00:00:00"
137,"2009-11-11 00:00:00"
138,"2009-11-12 00:00:00"
129,"2009-11-13 00:00:00"
140,"2009-11-14 00:00:00"
170,"2009-11-15 00:00:00"
146,"2009-11-16 00:00:00"
168,"2009-11-17 00:00:00"
147,"2009-11-18 00:00:00"
147,"2009-11-19 00:00:00"
143,"2009-11-20 00:00:00"
171,"2009-11-21 00:00:00"
155,"2009-11-22 00:00:00"
188,"2009-11-23 00:00:00"
146,"2009-11-24 00:00:00"
134,"2009-11-25 00:00:00"
83,"2009-11-26 00:00:00"
95,"2009-11-27 00:00:00"
146,"2009-11-28 00:00:00"
165,"2009-11-29 00:00:00"
138,"2009-11-30 00:00:00"
151,"2009-12-01 00:00:00"
150,"2009-12-02 00:00:00"
142,"2009-12-03 00:00:00"
149,"2009-12-04 00:00:00"
150,"2009-12-05 00:00:00"
133,"2009-12-06 00:00:00"
144,"2009-12-07 00:00:00"
156,"2009-12-08 00:00:00"
162,"2009-12-09 00:00:00"
125,"2009-12-10 00:00:00"
151,"2009-12-11 00:00:00"
133,"2009-12-12 00:00:00"
165,"2009-12-13 00:00:00"
164,"2009-12-14 00:00:00"
145,"2009-12-15 00:00:00"
146,"2009-12-16 00:00:00"
138,"2009-12-17 00:00:00"
155,"2009-12-18 00:00:00"
165,"2009-12-19 00:00:00"
135,"2009-12-20 00:00:00"
159,"2009-12-21 00:00:00"
182,"2009-12-22 00:00:00"
205,"2009-12-23 00:00:00"
153,"2009-12-24 00:00:00"
97,"2009-12-25 00:00:00"
143,"2009-12-26 00:00:00"
173,"2009-12-27 00:00:00"
191,"2009-12-28 00:00:00"
239,"2009-12-29 00:00:00"
245,"2009-12-30 00:00:00"
195,"2009-12-31 00:00:00"
141,"2010-01-01 00:00:00"
235,"2010-01-02 00:00:00"
256,"2010-01-03 00:00:00"
201,"2010-01-04 00:00:00"
191,"2010-01-05 00:00:00"
195,"2010-01-06 00:00:00"
183,"2010-01-07 00:00:00"
194,"2010-01-08 00:00:00"
211,"2010-01-09 00:00:00"
199,"2010-01-10 00:00:00"
223,"2010-01-11 00:00:00"
176,"2010-01-12 00:00:00"
184,"2010-01-13 00:00:00"
181,"2010-01-14 00:00:00"
181,"2010-01-15 00:00:00"
285,"2010-01-16 00:00:00"
260,"2010-01-17 00:00:00"
275,"2010-01-18 00:00:00"
310,"2010-01-19 00:00:00"
262,"2010-01-20 00:00:00"
246,"2010-01-21 00:00:00"
242,"2010-01-22 00:00:00"
222,"2010-01-23 00:00:00"
254,"2010-01-24 00:00:00"
231,"2010-01-25 00:00:00"
210,"2010-01-26 00:00:00"
187,"2010-01-27 00:00:00"
217,"2010-01-28 00:00:00"
210,"2010-01-29 00:00:00"
228,"2010-01-30 00:00:00"
254,"2010-01-31 00:00:00"
239,"2010-02-01 00:00:00"
206,"2010-02-02 00:00:00"
216,"2010-02-03 00:00:00"
219,"2010-02-04 00:00:00"
214,"2010-02-05 00:00:00"
224,"2010-02-06 00:00:00"
232,"2010-02-07 00:00:00"
202,"2010-02-08 00:00:00"
208,"2010-02-09 00:00:00"
226,"2010-02-10 00:00:00"
231,"2010-02-11 00:00:00"
221,"2010-02-12 00:00:00"
233,"2010-02-13 00:00:00"
248,"2010-02-14 00:00:00"
296,"2010-02-15 00:00:00"
257,"2010-02-16 00:00:00"
226,"2010-02-17 00:00:00"
202,"2010-02-18 00:00:00"
217,"2010-02-19 00:00:00"
242,"2010-02-20 00:00:00"
229,"2010-02-21 00:00:00"
235,"2010-02-22 00:00:00"
203,"2010-02-23 00:00:00"
211,"2010-02-24 00:00:00"
177,"2010-02-25 00:00:00"
208,"2010-02-26 00:00:00"
219,"2010-02-27 00:00:00"
225,"2010-02-28 00:00:00"
219,"2010-03-01 00:00:00"
255,"2010-03-02 00:00:00"
263,"2010-03-03 00:00:00"
247,"2010-03-04 00:00:00"
265,"2010-03-05 00:00:00"
246,"2010-03-06 00:00:00"
279,"2010-03-07 00:00:00"
260,"2010-03-08 00:00:00"
217,"2010-03-09 00:00:00"
246,"2010-03-10 00:00:00"
221,"2010-03-11 00:00:00"
213,"2010-03-12 00:00:00"
218,"2010-03-13 00:00:00"
205,"2010-03-14 00:00:00"
232,"2010-03-15 00:00:00"
250,"2010-03-16 00:00:00"
231,"2010-03-17 00:00:00"
191,"2010-03-18 00:00:00"
200,"2010-03-19 00:00:00"
210,"2010-03-20 00:00:00"
238,"2010-03-21 00:00:00"
238,"2010-03-22 00:00:00"
213,"2010-03-23 00:00:00"
233,"2010-03-24 00:00:00"
218,"2010-03-25 00:00:00"
233,"2010-03-26 00:00:00"
210,"2010-03-27 00:00:00"
217,"2010-03-28 00:00:00"
238,"2010-03-29 00:00:00"
222,"2010-03-30 00:00:00"
215,"2010-03-31 00:00:00"
214,"2010-04-01 00:00:00"
202,"2010-04-02 00:00:00"
203,"2010-04-03 00:00:00"
197,"2010-04-04 00:00:00"
207,"2010-04-05 00:00:00"
203,"2010-04-06 00:00:00"
212,"2010-04-07 00:00:00"
186,"2010-04-08 00:00:00"
215,"2010-04-09 00:00:00"
212,"2010-04-10 00:00:00"
231,"2010-04-11 00:00:00"
203,"2010-04-12 00:00:00"
214,"2010-04-13 00:00:00"
193,"2010-04-14 00:00:00"
210,"2010-04-15 00:00:00"
179,"2010-04-16 00:00:00"
204,"2010-04-17 00:00:00"
188,"2010-04-18 00:00:00"
239,"2010-04-19 00:00:00"
223,"2010-04-20 00:00:00"
213,"2010-04-21 00:00:00"
276,"2010-04-22 00:00:00"
209,"2010-04-23 00:00:00"
189,"2010-04-24 00:00:00"
228,"2010-04-25 00:00:00"
226,"2010-04-26 00:00:00"
220,"2010-04-27 00:00:00"
233,"2010-04-28 00:00:00"
221,"2010-04-29 00:00:00"
229,"2010-04-30 00:00:00"
190,"2010-05-01 00:00:00"
219,"2010-05-02 00:00:00"
235,"2010-05-03 00:00:00"
229,"2010-05-04 00:00:00"
241,"2010-05-05 00:00:00"
214,"2010-05-06 00:00:00"
216,"2010-05-07 00:00:00"
215,"2010-05-08 00:00:00"
209,"2010-05-09 00:00:00"
218,"2010-05-10 00:00:00"
220,"2010-05-11 00:00:00"
225,"2010-05-12 00:00:00"
205,"2010-05-13 00:00:00"
212,"2010-05-14 00:00:00"
173,"2010-05-15 00:00:00"
209,"2010-05-16 00:00:00"
203,"2010-05-17 00:00:00"
230,"2010-05-18 00:00:00"
221,"2010-05-19 00:00:00"
223,"2010-05-20 00:00:00"
204,"2010-05-21 00:00:00"
214,"2010-05-22 00:00:00"
222,"2010-05-23 00:00:00"
231,"2010-05-24 00:00:00"
193,"2010-05-25 00:00:00"
219,"2010-05-26 00:00:00"
225,"2010-05-27 00:00:00"
155,"2010-05-28 00:00:00"
198,"2010-05-29 00:00:00"
175,"2010-05-30 00:00:00"
209,"2010-05-31 00:00:00"
217,"2010-06-01 00:00:00"
194,"2010-06-02 00:00:00"
214,"2010-06-03 00:00:00"
246,"2010-06-04 00:00:00"
237,"2010-06-05 00:00:00"
260,"2010-06-06 00:00:00"
253,"2010-06-07 00:00:00"
255,"2010-06-08 00:00:00"
248,"2010-06-09 00:00:00"
272,"2010-06-10 00:00:00"
260,"2010-06-11 00:00:00"
278,"2010-06-12 00:00:00"
273,"2010-06-13 00:00:00"
293,"2010-06-14 00:00:00"
246,"2010-06-15 00:00:00"
268,"2010-06-16 00:00:00"
261,"2010-06-17 00:00:00"
252,"2010-06-18 00:00:00"
249,"2010-06-19 00:00:00"
307,"2010-06-20 00:00:00"
288,"2010-06-21 00:00:00"
287,"2010-06-22 00:00:00"
285,"2010-06-23 00:00:00"
290,"2010-06-24 00:00:00"
346,"2010-06-25 00:00:00"
270,"2010-06-26 00:00:00"
308,"2010-06-27 00:00:00"
291,"2010-06-28 00:00:00"
310,"2010-06-29 00:00:00"
315,"2010-06-30 00:00:00"
302,"2010-07-01 00:00:00"
315,"2010-07-02 00:00:00"
337,"2010-07-03 00:00:00"
311,"2010-07-04 00:00:00"
323,"2010-07-05 00:00:00"
357,"2010-07-06 00:00:00"
320,"2010-07-07 00:00:00"
372,"2010-07-08 00:00:00"
338,"2010-07-09 00:00:00"
359,"2010-07-10 00:00:00"
352,"2010-07-11 00:00:00"
325,"2010-07-12 00:00:00"
329,"2010-07-13 00:00:00"
330,"2010-07-14 00:00:00"
344,"2010-07-15 00:00:00"
331,"2010-07-16 00:00:00"
358,"2010-07-17 00:00:00"
361,"2010-07-18 00:00:00"
326,"2010-07-19 00:00:00"
334,"2010-07-20 00:00:00"
323,"2010-07-21 00:00:00"
338,"2010-07-22 00:00:00"
325,"2010-07-23 00:00:00"
334,"2010-07-24 00:00:00"
345,"2010-07-25 00:00:00"
359,"2010-07-26 00:00:00"
362,"2010-07-27 00:00:00"
356,"2010-07-28 00:00:00"
338,"2010-07-29 00:00:00"
325,"2010-07-30 00:00:00"
377,"2010-07-31 00:00:00"
390,"2010-08-01 00:00:00"
362,"2010-08-02 00:00:00"
314,"2010-08-03 00:00:00"
325,"2010-08-04 00:00:00"
298,"2010-08-05 00:00:00"
303,"2010-08-06 00:00:00"
350,"2010-08-07 00:00:00"
337,"2010-08-08 00:00:00"
364,"2010-08-09 00:00:00"
294,"2010-08-10 00:00:00"
318,"2010-08-11 00:00:00"
356,"2010-08-12 00:00:00"
288,"2010-08-13 00:00:00"
325,"2010-08-14 00:00:00"
323,"2010-08-15 00:00:00"
322,"2010-08-16 00:00:00"
339,"2010-08-17 00:00:00"
317,"2010-08-18 00:00:00"
310,"2010-08-19 00:00:00"
352,"2010-08-20 00:00:00"
326,"2010-08-21 00:00:00"
353,"2010-08-22 00:00:00"
336,"2010-08-23 00:00:00"
300,"2010-08-24 00:00:00"
294,"2010-08-25 00:00:00"
288,"2010-08-26 00:00:00"
266,"2010-08-27 00:00:00"
329,"2010-08-28 00:00:00"
291,"2010-08-29 00:00:00"
248,"2010-08-30 00:00:00"
256,"2010-08-31 00:00:00"
292,"2010-09-01 00:00:00"
313,"2010-09-02 00:00:00"
273,"2010-09-03 00:00:00"
315,"2010-09-04 00:00:00"
340,"2010-09-05 00:00:00"
310,"2010-09-06 00:00:00"
306,"2010-09-07 00:00:00"
279,"2010-09-08 00:00:00"
275,"2010-09-09 00:00:00"
306,"2010-09-10 00:00:00"
283,"2010-09-11 00:00:00"
326,"2010-09-12 00:00:00"
273,"2010-09-13 00:00:00"
265,"2010-09-14 00:00:00"
264,"2010-09-15 00:00:00"
303,"2010-09-16 00:00:00"
285,"2010-09-17 00:00:00"
289,"2010-09-18 00:00:00"
296,"2010-09-19 00:00:00"
275,"2010-09-20 00:00:00"
260,"2010-09-21 00:00:00"
276,"2010-09-22 00:00:00"
257,"2010-09-23 00:00:00"
290,"2010-09-24 00:00:00"
289,"2010-09-25 00:00:00"
292,"2010-09-26 00:00:00"
275,"2010-09-27 00:00:00"
254,"2010-09-28 00:00:00"
242,"2010-09-29 00:00:00"
293,"2010-09-30 00:00:00"
276,"2010-10-01 00:00:00"
260,"2010-10-02 00:00:00"
320,"2010-10-03 00:00:00"
279,"2010-10-04 00:00:00"
261,"2010-10-05 00:00:00"
239,"2010-10-06 00:00:00"
252,"2010-10-07 00:00:00"
236,"2010-10-08 00:00:00"
275,"2010-10-09 00:00:00"
264,"2010-10-10 00:00:00"
298,"2010-10-11 00:00:00"
287,"2010-10-12 00:00:00"
231,"2010-10-13 00:00:00"
253,"2010-10-14 00:00:00"
267,"2010-10-15 00:00:00"
245,"2010-10-16 00:00:00"
253,"2010-10-17 00:00:00"
298,"2010-10-18 00:00:00"
297,"2010-10-19 00:00:00"
256,"2010-10-20 00:00:00"
236,"2010-10-21 00:00:00"
245,"2010-10-22 00:00:00"
235,"2010-10-23 00:00:00"
263,"2010-10-24 00:00:00"
236,"2010-10-25 00:00:00"
223,"2010-10-26 00:00:00"
236,"2010-10-27 00:00:00"
244,"2010-10-28 00:00:00"
210,"2010-10-29 00:00:00"
211,"2010-10-30 00:00:00"
173,"2010-10-31 00:00:00"
207,"2010-11-01 00:00:00"
241,"2010-11-02 00:00:00"
252,"2010-11-03 00:00:00"
236,"2010-11-04 00:00:00"
277,"2010-11-05 00:00:00"
283,"2010-11-06 00:00:00"
282,"2010-11-07 00:00:00"
274,"2010-11-08 00:00:00"
248,"2010-11-09 00:00:00"
256,"2010-11-10 00:00:00"
266,"2010-11-11 00:00:00"
300,"2010-11-12 00:00:00"
314,"2010-11-13 00:00:00"
299,"2010-11-14 00:00:00"
288,"2010-11-15 00:00:00"
254,"2010-11-16 00:00:00"
277,"2010-11-17 00:00:00"
246,"2010-11-18 00:00:00"
264,"2010-11-19 00:00:00"
255,"2010-11-20 00:00:00"
284,"2010-11-21 00:00:00"
257,"2010-11-22 00:00:00"
227,"2010-11-23 00:00:00"
233,"2010-11-24 00:00:00"
171,"2010-11-25 00:00:00"
185,"2010-11-26 00:00:00"
266,"2010-11-27 00:00:00"
292,"2010-11-28 00:00:00"
260,"2010-11-29 00:00:00"
312,"2010-11-30 00:00:00"
259,"2010-12-01 00:00:00"
261,"2010-12-02 00:00:00"
236,"2010-12-03 00:00:00"
276,"2010-12-04 00:00:00"
308,"2010-12-05 00:00:00"
253,"2010-12-06 00:00:00"
236,"2010-12-07 00:00:00"
248,"2010-12-08 00:00:00"
268,"2010-12-09 00:00:00"
280,"2010-12-10 00:00:00"
275,"2010-12-11 00:00:00"
269,"2010-12-12 00:00:00"
306,"2010-12-13 00:00:00"
259,"2010-12-14 00:00:00"
275,"2010-12-15 00:00:00"
271,"2010-12-16 00:00:00"
276,"2010-12-17 00:00:00"
290,"2010-12-18 00:00:00"
289,"2010-12-19 00:00:00"
291,"2010-12-20 00:00:00"
295,"2010-12-21 00:00:00"
299,"2010-12-22 00:00:00"
274,"2010-12-23 00:00:00"
270,"2010-12-24 00:00:00"
213,"2010-12-25 00:00:00"
264,"2010-12-26 00:00:00"
344,"2010-12-27 00:00:00"
344,"2010-12-28 00:00:00"
424,"2010-12-29 00:00:00"
392,"2010-12-30 00:00:00"
383,"2010-12-31 00:00:00"
309,"2011-01-01 00:00:00"
392,"2011-01-02 00:00:00"
364,"2011-01-03 00:00:00"
352,"2011-01-04 00:00:00"
355,"2011-01-05 00:00:00"
324,"2011-01-06 00:00:00"
313,"2011-01-07 00:00:00"
366,"2011-01-08 00:00:00"
380,"2011-01-09 00:00:00"
361,"2011-01-10 00:00:00"
338,"2011-01-11 00:00:00"
316,"2011-01-12 00:00:00"
350,"2011-01-13 00:00:00"
329,"2011-01-14 00:00:00"
342,"2011-01-15 00:00:00"
411,"2011-01-16 00:00:00"
385,"2011-01-17 00:00:00"
341,"2011-01-18 00:00:00"
349,"2011-01-19 00:00:00"
287,"2011-01-20 00:00:00"
317,"2011-01-21 00:00:00"
345,"2011-01-22 00:00:00"
396,"2011-01-23 00:00:00"
341,"2011-01-24 00:00:00"
369,"2011-01-25 00:00:00"
344,"2011-01-26 00:00:00"
370,"2011-01-27 00:00:00"
345,"2011-01-28 00:00:00"
436,"2011-01-29 00:00:00"
440,"2011-01-30 00:00:00"
365,"2011-01-31 00:00:00"
315,"2011-02-01 00:00:00"
351,"2011-02-02 00:00:00"
356,"2011-02-03 00:00:00"
332,"2011-02-04 00:00:00"
361,"2011-02-05 00:00:00"
335,"2011-02-06 00:00:00"
300,"2011-02-07 00:00:00"
336,"2011-02-08 00:00:00"
418,"2011-02-09 00:00:00"
366,"2011-02-10 00:00:00"
421,"2011-02-11 00:00:00"
522,"2011-02-12 00:00:00"
528,"2011-02-13 00:00:00"
422,"2011-02-14 00:00:00"
445,"2011-02-15 00:00:00"
399,"2011-02-16 00:00:00"
380,"2011-02-17 00:00:00"
376,"2011-02-18 00:00:00"
460,"2011-02-19 00:00:00"
527,"2011-02-20 00:00:00"
410,"2011-02-21 00:00:00"
385,"2011-02-22 00:00:00"
389,"2011-02-23 00:00:00"
439,"2011-02-24 00:00:00"
361,"2011-02-25 00:00:00"
461,"2011-02-26 00:00:00"
486,"2011-02-27 00:00:00"
371,"2011-02-28 00:00:00"
324,"2011-03-01 00:00:00"
387,"2011-03-02 00:00:00"
397,"2011-03-03 00:00:00"
401,"2011-03-04 00:00:00"
392,"2011-03-05 00:00:00"
453,"2011-03-06 00:00:00"
389,"2011-03-07 00:00:00"
402,"2011-03-08 00:00:00"
360,"2011-03-09 00:00:00"
374,"2011-03-10 00:00:00"
331,"2011-03-11 00:00:00"
377,"2011-03-12 00:00:00"
448,"2011-03-13 00:00:00"
401,"2011-03-14 00:00:00"
343,"2011-03-15 00:00:00"
362,"2011-03-16 00:00:00"
360,"2011-03-17 00:00:00"
342,"2011-03-18 00:00:00"
399,"2011-03-19 00:00:00"
416,"2011-03-20 00:00:00"
381,"2011-03-21 00:00:00"
403,"2011-03-22 00:00:00"
414,"2011-03-23 00:00:00"
350,"2011-03-24 00:00:00"
390,"2011-03-25 00:00:00"
459,"2011-03-26 00:00:00"
471,"2011-03-27 00:00:00"
422,"2011-03-28 00:00:00"
350,"2011-03-29 00:00:00"
370,"2011-03-30 00:00:00"
348,"2011-03-31 00:00:00"
405,"2011-04-01 00:00:00"
428,"2011-04-02 00:00:00"
443,"2011-04-03 00:00:00"
415,"2011-04-04 00:00:00"
363,"2011-04-05 00:00:00"
364,"2011-04-06 00:00:00"
372,"2011-04-07 00:00:00"
378,"2011-04-08 00:00:00"
439,"2011-04-09 00:00:00"
421,"2011-04-10 00:00:00"
390,"2011-04-11 00:00:00"
358,"2011-04-12 00:00:00"
350,"2011-04-13 00:00:00"
334,"2011-04-14 00:00:00"
355,"2011-04-15 00:00:00"
430,"2011-04-16 00:00:00"
396,"2011-04-17 00:00:00"
428,"2011-04-18 00:00:00"
376,"2011-04-19 00:00:00"
392,"2011-04-20 00:00:00"
356,"2011-04-21 00:00:00"
368,"2011-04-22 00:00:00"
404,"2011-04-23 00:00:00"
367,"2011-04-24 00:00:00"
368,"2011-04-25 00:00:00"
386,"2011-04-26 00:00:00"
372,"2011-04-27 00:00:00"
352,"2011-04-28 00:00:00"
331,"2011-04-29 00:00:00"
372,"2011-04-30 00:00:00"
408,"2011-05-01 00:00:00"
322,"2011-05-02 00:00:00"
332,"2011-05-03 00:00:00"
392,"2011-05-04 00:00:00"
377,"2011-05-05 00:00:00"
370,"2011-05-06 00:00:00"
398,"2011-05-07 00:00:00"
449,"2011-05-08 00:00:00"
387,"2011-05-09 00:00:00"
355,"2011-05-10 00:00:00"
404,"2011-05-11 00:00:00"
382,"2011-05-12 00:00:00"
410,"2011-05-13 00:00:00"
418,"2011-05-14 00:00:00"
415,"2011-05-15 00:00:00"
391,"2011-05-16 00:00:00"
369,"2011-05-17 00:00:00"
324,"2011-05-18 00:00:00"
362,"2011-05-19 00:00:00"
390,"2011-05-20 00:00:00"
423,"2011-05-21 00:00:00"
429,"2011-05-22 00:00:00"
405,"2011-05-23 00:00:00"
416,"2011-05-24 00:00:00"
408,"2011-05-25 00:00:00"
368,"2011-05-26 00:00:00"
399,"2011-05-27 00:00:00"
445,"2011-05-28 00:00:00"
420,"2011-05-29 00:00:00"
376,"2011-05-30 00:00:00"
372,"2011-05-31 00:00:00"
388,"2011-06-01 00:00:00"
392,"2011-06-02 00:00:00"
422,"2011-06-03 00:00:00"
426,"2011-06-04 00:00:00"
397,"2011-06-05 00:00:00"
361,"2011-06-06 00:00:00"
404,"2011-06-07 00:00:00"
418,"2011-06-08 00:00:00"
398,"2011-06-09 00:00:00"
383,"2011-06-10 00:00:00"
453,"2011-06-11 00:00:00"
467,"2011-06-12 00:00:00"
372,"2011-06-13 00:00:00"
347,"2011-06-14 00:00:00"
382,"2011-06-15 00:00:00"
403,"2011-06-16 00:00:00"
399,"2011-06-17 00:00:00"
418,"2011-06-18 00:00:00"
430,"2011-06-19 00:00:00"
375,"2011-06-20 00:00:00"
432,"2011-06-21 00:00:00"
378,"2011-06-22 00:00:00"
400,"2011-06-23 00:00:00"
405,"2011-06-24 00:00:00"
475,"2011-06-25 00:00:00"
438,"2011-06-26 00:00:00"
417,"2011-06-27 00:00:00"
446,"2011-06-28 00:00:00"
435,"2011-06-29 00:00:00"
435,"2011-06-30 00:00:00"
434,"2011-07-01 00:00:00"
447,"2011-07-02 00:00:00"
451,"2011-07-03 00:00:00"
432,"2011-07-04 00:00:00"
387,"2011-07-05 00:00:00"
462,"2011-07-06 00:00:00"
426,"2011-07-07 00:00:00"
495,"2011-07-08 00:00:00"
491,"2011-07-09 00:00:00"
493,"2011-07-10 00:00:00"
431,"2011-07-11 00:00:00"
461,"2011-07-12 00:00:00"
463,"2011-07-13 00:00:00"
444,"2011-07-14 00:00:00"
458,"2011-07-15 00:00:00"
464,"2011-07-16 00:00:00"
450,"2011-07-17 00:00:00"
422,"2011-07-18 00:00:00"
417,"2011-07-19 00:00:00"
437,"2011-07-20 00:00:00"
429,"2011-07-21 00:00:00"
441,"2011-07-22 00:00:00"
461,"2011-07-23 00:00:00"
434,"2011-07-24 00:00:00"
417,"2011-07-25 00:00:00"
442,"2011-07-26 00:00:00"
457,"2011-07-27 00:00:00"
440,"2011-07-28 00:00:00"
428,"2011-07-29 00:00:00"
497,"2011-07-30 00:00:00"
477,"2011-07-31 00:00:00"
474,"2011-08-01 00:00:00"
440,"2011-08-02 00:00:00"
431,"2011-08-03 00:00:00"
424,"2011-08-04 00:00:00"
399,"2011-08-05 00:00:00"
440,"2011-08-06 00:00:00"
453,"2011-08-07 00:00:00"
438,"2011-08-08 00:00:00"
407,"2011-08-09 00:00:00"
408,"2011-08-10 00:00:00"
353,"2011-08-11 00:00:00"
370,"2011-08-12 00:00:00"
445,"2011-08-13 00:00:00"
406,"2011-08-14 00:00:00"
391,"2011-08-15 00:00:00"
419,"2011-08-16 00:00:00"
431,"2011-08-17 00:00:00"
426,"2011-08-18 00:00:00"
447,"2011-08-19 00:00:00"
423,"2011-08-20 00:00:00"
450,"2011-08-21 00:00:00"
419,"2011-08-22 00:00:00"
391,"2011-08-23 00:00:00"
380,"2011-08-24 00:00:00"
344,"2011-08-25 00:00:00"
399,"2011-08-26 00:00:00"
470,"2011-08-27 00:00:00"
422,"2011-08-28 00:00:00"
361,"2011-08-29 00:00:00"
406,"2011-08-30 00:00:00"
398,"2011-08-31 00:00:00"
328,"2011-09-01 00:00:00"
377,"2011-09-02 00:00:00"
426,"2011-09-03 00:00:00"
440,"2011-09-04 00:00:00"
433,"2011-09-05 00:00:00"
364,"2011-09-06 00:00:00"
351,"2011-09-07 00:00:00"
352,"2011-09-08 00:00:00"
358,"2011-09-09 00:00:00"
436,"2011-09-10 00:00:00"
363,"2011-09-11 00:00:00"
346,"2011-09-12 00:00:00"
338,"2011-09-13 00:00:00"
369,"2011-09-14 00:00:00"
362,"2011-09-15 00:00:00"
392,"2011-09-16 00:00:00"
406,"2011-09-17 00:00:00"
376,"2011-09-18 00:00:00"
377,"2011-09-19 00:00:00"
354,"2011-09-20 00:00:00"
341,"2011-09-21 00:00:00"
373,"2011-09-22 00:00:00"
391,"2011-09-23 00:00:00"
413,"2011-09-24 00:00:00"
411,"2011-09-25 00:00:00"
368,"2011-09-26 00:00:00"
368,"2011-09-27 00:00:00"
361,"2011-09-28 00:00:00"
367,"2011-09-29 00:00:00"
335,"2011-09-30 00:00:00"
396,"2011-10-01 00:00:00"
354,"2011-10-02 00:00:00"
326,"2011-10-03 00:00:00"
336,"2011-10-04 00:00:00"
320,"2011-10-05 00:00:00"
324,"2011-10-06 00:00:00"
371,"2011-10-07 00:00:00"
392,"2011-10-08 00:00:00"
367,"2011-10-09 00:00:00"
420,"2011-10-10 00:00:00"
395,"2011-10-11 00:00:00"
372,"2011-10-12 00:00:00"
389,"2011-10-13 00:00:00"
379,"2011-10-14 00:00:00"
536,"2011-10-15 00:00:00"
482,"2011-10-16 00:00:00"
436,"2011-10-17 00:00:00"
429,"2011-10-18 00:00:00"
392,"2011-10-19 00:00:00"
320,"2011-10-20 00:00:00"
379,"2011-10-21 00:00:00"
463,"2011-10-22 00:00:00"
458,"2011-10-23 00:00:00"
363,"2011-10-24 00:00:00"
363,"2011-10-25 00:00:00"
380,"2011-10-26 00:00:00"
331,"2011-10-27 00:00:00"
344,"2011-10-28 00:00:00"
403,"2011-10-29 00:00:00"
392,"2011-10-30 00:00:00"
348,"2011-10-31 00:00:00"
318,"2011-11-01 00:00:00"
392,"2011-11-02 00:00:00"
373,"2011-11-03 00:00:00"
